,Date,Ticker,Client,Amount,Issue,Specific_Issue
441,2022-07-20,BB,BLACKBERRY CORP.,45000.0,"Computer Industry 
 Defense","Issues related to cybersecurity and government applications 
 Issues related to cybersecurity and government applications"
442,2022-07-20,UPS,CORNERSTONE GOVERNMENT AFFAIRS OBO UNITED PARCEL SERVICE,10000.0,"Trucking/Shipping 
 Budget/Appropriations 
 Postal 
 Taxation/Internal Revenue Code","Issues related to trucking, shipping and supply chains. 
 Issues related to federal funding for transportation and Postal Service 
 Issues related to federal funding for the Postal Service, HR 3076 
 Tax issues related to various iterations of Build Back Better Budget Reconciliation Act."
443,2022-07-20,WBA,WALGREENS CO.,50000.0,Pharmacy,provider status issues
444,2022-07-20,INTC,INTELSAT US LLC (FORMERLY KNOWN AS INTELSAT CORPORATION),80000.0,Telecommunications,international telecommunications
445,2022-07-20,PNW,PINNACLE WEST CAPITAL CORPORATION,120000.0,"Environment/Superfund 
 Defense 
 Taxation/Internal Revenue Code 
 Budget/Appropriations 
 Energy/Nuclear","Siting and permitting generally impacting the electric utility industry. Clean Air Act generally impacting the electric utility industry. 
 H.R. 7900 National Defense Authorization Act for Fiscal Year 2023 - all provisions impacting the electric utility industry. H.R. 7403 NO RUSSIA Act of 2022 - all provisions impacting the electric utility industry. 
 H.R. 848 Growing Renewable Energy and Efficiency Now (GREEN) Act of 2021 - all provisions impacting the electric utility industry. H.R. 1271 Electric CARS Act of 2021 - all provisions impacting the electric utility industry. H.R. 1319 American Rescue Plan Act of 2021 - all provisions impacting the electric utility industry. H.R. 1684 Energy Storage Tax Incentive and Deployment Act of 2021 - all provisions impacting the electric utility industry. H.R. 4024 Zero-Emission Nuclear Power Production Credit Act of 2021 - all provisions impacting the electric utility industry. H.R. 5175 Incentivizing Solar Deployment Act of 2021 - all provisions impacting the electric utility industry. S. 627 Energy Storage Tax Incentive and Deployment Act of 2021 - all provisions impacting the electric utility industry. S. 1016 Electric Power Infrastructure Improvement Act- all provisions impacting the electric utility industry. S. 1017 Clean Hydrogen Production Incentives Act of 2021 - all provisions impacting the electric utility industry. S. 2118 Clean Energy for America Act- all provisions impacting the electric utility industry. S. 2291 Zero-Emission Nuclear Power Production Credit Act of 2021 - all provisions impacting the electric utility industry. 
 H.R. 3684 Infrastructure Investment and Jobs Act - all provisions impacting the electric utility industry. H.R. 2471 Consolidated Appropriations Act, 2022- all provisions impacting the electric utility industry. H.R. 5376 Build back Better Act - all provisions impacting the electric utility industry. 
 S. 4066 Fueling Our Nuclear Future Act of 2022 - all provisions impacting the electric utility industry. Electricity transmission generally impacting the electric utility industry. Clean energy issues generally impacting the electric utility industry. Energy storage issues generally impacting the electric utility industry."
446,2022-07-20,LYFT,LYFT,50000.0,"Taxation/Internal Revenue Code 
 Veterans 
 Health Issues 
 Transportation","Bicycle Commuter Act 
 Veterans Administration engagement 
 Proposals related to home and community-based services, CMS engagement 
 Provide counsel on the implementation of Infrastructure Investment and Jobs Act; proposals related to micromobility and electric vehicles"
447,2022-07-20,EFX,"EQUIFAX, INC.",45000.0,Retirement,social security/general administration issues and data exchanges
448,2022-07-20,HBAN,HUNTINGTON BANCSHARES INCORPORATED,70000.0,"Financial Institutions/Investments/Securities 
 Banking","H.R. 4521, America Competes Act of 2022, all provisions; S. 1260, United States Innovation an Competition Act, all provisions; H.R. 1996/ S.910, Safe Banking Act of 2021, all provisions; H.R. 1187, ESG Disclosure Simplification Act, all provisions; H.R. 2123, Diversity and Inclusion Data Accountability and Transparency Act, all provisions; H.R. 1277, Improving Corporate Governance Through Diversity Act, all provisions; H.R. 4277, Overdraft Protections Act, all provisions; SBA program education; CRA modernization general education; cyber security general education. 
 H.R. 4521, America Competes Act of 2022, all provisions; S. 1260, United States Innovation an Competition Act, all provisions; H.R. 1996/ S.910, Safe Banking Act of 2021, all provisions; H.R. 1187, ESG Disclosure Simplification Act, all provisions; H.R. 2123, Diversity and Inclusion Data Accountability and Transparency Act, all provisions; H.R. 1277, Improving Corporate Governance Through Diversity Act, all provisions; H.R. 4277, Overdraft Protections Act, all provisions; SBA program education; CRA modernization general education; cyber security general education."
449,2022-07-20,TGT,CORNERSTONE GOVERNMENT AFFAIRS OBO TARGET CORPORATION,0.0,"Trucking/Shipping 
 Food Industry (safety, labeling, etc.) 
 Trade (domestic/foreign) 
 Consumer Issues/Safety/Products 
 Taxation/Internal Revenue Code","Issues related to shipping and supply chains, S. 3580 the Ocean Shipping Reform Act 
 Issues related to importation of infant formula. 
 Issues related to S. 1260 USICA/COMPETES legislation, S. 936 The INFORM Act, and importation and distribution of infant formula 
 Issues surrounding online data privacy, HR 8152 The American Data Privacy and Protection Act and S. 3195 the Consumer Online Privacy Right Act; The Country of Origin Online Labeling Act; S. 1843 the SHOP SAFE Act 
 Tax issues related to various iterations of Build Back Better Budget Reconciliation Act."
450,2022-07-20,TXT,TEXTRON INC.,30000.0,Defense,Future Vertical Lift. Military Rotorcraft Programs. Industrial Base Support.
451,2022-07-20,ALLY,ALLY FINANCIAL INC,750000.0,"Taxation/Internal Revenue Code 
 Insurance 
 Financial Institutions/Investments/Securities","Proposals related to taxation legislation and the impact on financial institutions and bank holding companies, including reporting obligations; FY 2022 Budget Resolution (S.Con.Res. 14)/Budget Reconciliation (H.R. 5376). 
 Proposals regarding consumer financial protection and insurance products regulation. 
 Proposals regarding financial regulatory reform implementation for consumer financial products. Proposals to amend the Dodd-Frank Wall Street Reform and Consumer Protection Act of 2010. Financial literacy, education, and diversity and inclusion efforts. Proposals related to the regulation of deposit accounts. Proposals related to the Bank Secrecy Act and Anti-Money Laundering rules. Proposals related to the reform of the Community Reinvestment Act. Issues relating to bank charters, including those impacting the Bank Holding Company Act. Proposals relating to the Adjustable Interest Rate (LIBOR) Act."
452,2022-07-20,KMB,KIMBERLY-CLARK CORPORATION,290000.0,"Trade (domestic/foreign) 
 Taxation/Internal Revenue Code 
 Environment/Superfund 
 Health Issues 
 Consumer Issues/Safety/Products","Issues related to trade and trade policy (generally, no specific legislation) Issues related to the UN Global Plastics Treaty (generally, no specific provisions) 
 United States Innovation and Competition Act of 2021, H.R. 1260, provisions relating to research and development amortization Issues related to Organization for Economic Cooperation and Development Pillar Two rules 
 H.R. 4602, Wastewater Infrastructure Pollution Prevention and Environmental Safety Act (WIPPES) Act (generally, no specific provisions) 
 End Diaper Need Act, H.R. 259, and Menstrual Equity for All Act, H.R. 1882 (generally, no specific legislation) Issues related to updated Food and Drug Administration guidance regarding ingredient disclosure for feminine hygiene products (generally, no specific legislation or regulations) H.R. 4502, FY 2022 Labor, Health and Human Services, Education and Related Agencies appropriations, provisions related to diaper needs 
 H.R. 2268, Menstrual Products Right to Know Act of 2019 (generally, no specific provisions); diaper needs (generally, no specific legislation); access to feminine care products (generally, no specific legislation) Issues concerning ingredient disclosure related to menstrual hygiene (bill number not yet available) Issues related to disposal labeling for non-flushable wipes (bill number not yet available)"
453,2022-07-20,LVS,LAS VEGAS SANDS CORPORATION,80000.0,"Taxation/Internal Revenue Code 
 Foreign Relations 
 Gaming/Gambling/Casino","Revenue provisions of the Build Back Better legislation. 
 Issues related to US-China Relations. 
 Issues related to the Wire Act, Internet gaming, and gaming policy."
454,2022-07-20,LVS,LAS VEGAS SANDS CORPORATION,80000.0,"Taxation/Internal Revenue Code 
 Foreign Relations 
 Gaming/Gambling/Casino","Revenue provisions of the Build Back Better legislation. 
 Issues related to US-China Relations. 
 Issues related to the Wire Act, Internet gaming, and gaming policy."
455,2022-07-20,LYV,"LIVE NATION ENTERTAINMENT, INC.",50000.0,Arts/Entertainment,Regulatory and legislative issues related to the live entertainment industry.
456,2022-07-20,GD,GENERAL DYNAMICS CORPORATION,50000.0,"Defense 
 Transportation","Issues related to shipbuilding and combat vehicles. Industrial base support. 
 Issues related to shipbuilding and combat vehicles."
457,2022-07-20,PRIM,PRIMORIS SERVICES CORPORATION,30000.0,"Transportation 
 Energy/Nuclear 
 Communications/Broadcasting/Radio/TV 
 Budget/Appropriations","Issues related to construction for infrastructure related projects 
 Issues related to construction for infrastructure related projects 
 Issues related to construction for infrastructure related projects 
 Issues related to construction for infrastructure related projects"
458,2022-07-20,GOOGL,GOOGLE CLIENT SERVICES LLC,30000.0,"Consumer Issues/Safety/Products 
 Labor Issues/Antitrust/Workplace","Issues related to consumer protection and internet privacy. 
 Issues surrounding antitrust, S. 2992, the American Innovation and Choice Online Act and S. 225, the Competition and Antitrust Law Enforcement Act"
459,2022-07-20,NI,NISOURCE INC.,60000.0,"Transportation 
 Utilities 
 Fuel/Gas/Oil 
 Energy/Nuclear","Issues related to pipeline safety natural gas transportation and distribution Bipartisan Infrastructure Deal Budget reconciliation 
 Issues related to pipeline safety natural gas transportation and distribution Issues around COVID-19 and consumer payment Budget reconciliation 
 Issues related to pipeline safety natural gas transportation and distribution Budget reconciliation 
 Issues related to pipeline safety natural gas transportation and distribution Budget reconciliation"
460,2022-07-20,VLO,VALERO ENERGY CORP.,80000.0,Fuel/Gas/Oil,Issues related to budget reconciliation.
461,2022-07-20,SYK,STRYKER CORPORATION,200000.0,"Labor Issues/Antitrust/Workplace 
 Health Issues 
 Trade (domestic/foreign) 
 Medicare/Medicaid","LHHS Appropriations including employment, training and workforce safety issues 
 Issues related to the FDA including Cures 2.0 legislation, and the Medical Device User Fee re-authorization Issues related to the global supply chains for medical devices Issues related to the remanufacturing of medical devices Issues related to disparities in care Issues related to Hospital Acquired Pneumonia 
 Issues related to a global supply chain for medical devices Country specific trade and market access issues in Japan, China and India 
 Medicare Coverage of Innovative Technologies policy"
462,2022-07-20,CSCO,"CISCO SYSTEMS, INC.",50000.0,"Education 
 Civil Rights/Civil Liberties","Monitor federal government policy and investments in higher education. 
 Monitor voting rights and democracy reform efforts. Monitor police reform legislation."
463,2022-07-20,VMC,VULCAN MATERIALS COMPANY,20000.0,"Trade (domestic/foreign) 
 Transportation","Provisions affecting infrastructure materials, Mexico, and Canada in the Endless Frontier Act (H.R.2731) and the United States Innovation and Competition Act of 2021 (S. 1260); trade issues related to Mexico. 
 Highway funding, material-specific research, standards and funding in the Surface Transportation Reauthorization Act of 2021 (S. 1931), the Build Back Better Act (H.R. 5376), and the Transportation, Housing and Urban Development, and Related Agencies Appropriations Act, 2023 (H.R. 8294)."
464,2022-07-20,DGX,QUEST DIAGNOSTICS INCORPORATED,50000.0,"Budget/Appropriations 
 Medicare/Medicaid 
 Health Issues","Monitor the FY 2022 Budget and Appropriations Reconciliation Process 
 Issues related to patient access and affordability of clinical laboratory testing. Issues related laboratory data collection and reimbursement under PAMA. 
 Issues related to patient access and affordability of clinical laboratory testing."
465,2022-07-20,AAPL,APPLE INC.,50000.0,"Science/Technology 
 Labor Issues/Antitrust/Workplace 
 Computer Industry","Issues related to consumer electronics, software, the internet and STEM education. 
 H.R. 3843 - the Merger Filing Fee Modernization Act of 2021; H.R. 3460 - the State Antitrust Enforcement Venue Act of 2021 H.R. 3849 -the Augmenting Compatibility and Competition by Enabling Service Switching Act of 2021 or the ACCESS Act of 2021 H.R. 3826 - the Platform Competition and Opportunity Act of 2021 H.R. 3816 - the American Choice and Innovation Online Act H.R. 3825 - the Ending Platform Monopolies Act S.2992 - American Innovation and Choice Online Act S. 2710 - Open App Markets Act HR 5017 - Open App Markets Act S. 3830 - Fair Repair Act Privacy Legislation 
 Issues related to consumer electronics, software, the internet and STEM education."
466,2022-07-20,JNJ,JOHNSON & JOHNSON SERVICES INC,1050000.0,"Bankruptcy 
 Civil Rights/Civil Liberties 
 Science/Technology 
 Trade (domestic/foreign) 
 Taxation/Internal Revenue Code 
 Environment/Superfund 
 Consumer Issues/Safety/Products 
 Budget/Appropriations 
 Health Issues","- HR 4777/S 2497, ""Nondebtor Release Prohibition Act of 2021"", regarding all provisions - Issues related to corporate Chapter 11 bankruptcy filings and divisive mergers 
 - HR 5, ""Equality Act"", regarding all provisions - S 264, ""Dream Act of 2021"", regarding all provisions - HR 4, ""The John Lewis Voting Rights Advancement Act"", issues relating to voting rights 
 - Issues related to data privacy 
 - HR 2884/S 1435, Affordable Prescriptions for Patients Through Improvements to Patent Litigation Act, regarding all provisions - Issues related to mandatory supply chain requirements, including under ""Buy America"" - Issues related to waiver of WTO TRIPS related to COVID response 
 - HR 2096/S 2472, ""Stop Shielding Assets from Corporate Known Liability by Eliminating Non-Debtor Releases Act"", regarding all provisions - HR 5214, regarding expenditures from HSAs, FSAs, and health reimbursement arrangements for dietary supplements - Issues related to Health Spending Accounts & Flexible Spending Accounts - Issues related to corporate tax provisions of reconciliation bill - U.S. Treasury policy and negotiating positions related to tax at the Organisation for Economic Co-operation and Development (""OECD"") 
 - HR 4800/S 2546, ""Reef Safe Act"", regarding all provisions - Issues related to environmental sustainability - Issues related to recycling and plastics - Issues related to coral reefs - Issues related to clean energy 
 - HR 2116, ""Creating a Respectful and Open World for Natural Hair (CROWN ACT)"", regarding all provisions - S 936, ""INFORM Consumers Act"", regarding all provisions - HR 3429/S 1843, ""SHOP SAFE Act"", regarding all provisions - S 3416, ""Protecting Patients from Counterfeit Medical Devices Act"", a bill to expand the enforcement authority of the FDA with respect to counterfeit devices - HR 6207/S 3357, ""Humane Cosmetics Act"", regarding all provisions - Issues related to ingredient safety - Issues related to animal testing and consumer products - Issues related to counterfeit consumer products - Issues related to brand protection - Issues related to e-Commerce 
 - HR 1319, ""The American Rescue Plan Act of 2021"", regarding all provisions - Issues related to NIH Appropriations (LHHS) - Issues related to HIV/AIDS Ryan White Appropriations (LHHS) and End the Epidemic - Issues related to funding for USAID Appropriations (SFOPS) - Issues pertaining to funding for programs that aim to improve maternal health - Issues pertaining to cross cutting health system strengthening - Issues related to FDA Appropriations 
 - HR 1978/S 912, ""Protecting Seniors Through Immunization Act"", regarding all provisions - HR 6007, ""To amend title XVIII of the Social Security Act to provide for the expansion of coverage of vaccines under part B of the Medicare program, and for other purposes"", regarding all provisions - H.Res. 446, Expressing support for the goals and ideals of National Stroke Awareness Month, regarding all provisions - S 610/HR 1667, ""The Dr. Lorna Breen Health Care Provider Protection Act"", regarding all provisions - HR 3, ""Elijah E. Cummings Lower Drug Costs Now Act"", regarding all provisions - S 1784/HR 3353, Contact Lens Prescription Verification Modernization Act, regarding all provisions - HR 5030/S 2706, ""The Diversifying Investigations Via Equitable Research Studies for Everyone (DIVERSE) Trials Act, regarding all provisions - S 3394, ""Emergency Use Transparency Act"", regarding all provisions - HR 5376, ""Build Back Better Act"", regarding provisions on drug pricing and provisions related to revenue - HR 3990/S 2047, ""No PFAS in Cosmetics Act"", regarding all provisions - HR 8299/S 4386, FDA review of certain changes to software in medical devices or predetermined change control plans - HR 7667/S 4348, ""Food and Drug Administration Safety and Landmark Advancements (FDASLA) Act"", regarding provisions on accelerated approval and diversity in clinical studies - HR 5801, ""HELP Copays Act"", regarding all provisions - Issues related to prescription drug pricing - Issues related to health care pricing transparency - Issues related to maternal health - Issues related to frontline health workers - Issues related to over the counter products - Issues related to the regulation of cosmetic products - Issues related to the regulation of dietary supplements - Issues related to stroke care - Issues related to counterfeit health care goods - Issues related to 340B drug pricing program - Issues related to antimicrobial resistance - Issues related to the COVID-19 vaccine development, including diversity in clinical trials - Issues related to Medicare Part D's 6 protected classes - Issues related to global public health and ending tuberculosis - Issues pertaining to health equity and social determinants of health - Issues related to FDA medical device shortage reporting requirements, including implementation of CARES Act requirements - Issues related to lung cancer screening - Issues related to clinical research diversity - Issues related to international harmonization of medical device regulation"
467,2022-07-20,QCOM,QUALCOMM INCORPORATED,1430000.0,"Telecommunications 
 Science/Technology 
 Trade (domestic/foreign) 
 Copyright/Patent/Trademark","Advocate for ORAN legislation. 
 Education concerning 5G wireless foundational technologies; Technology standards governance legislation; Innovation issues; United States Innovation and Competition Act (USICA); National Science Foundation (NSF) for the Future Act; National Science and Technology Strategy Act; Research Advancing to Market Production (RAMP) for Innovators Act.; National Defense Authorization Act (NDAA); Connected and Automated Vehicle Policy; America COMPETES Act. 
 Export/Trade Controls. 
 Patent legislation generally; Intellectual property/antitrust issues; Diversity issues in patenting; STRONGER Patents Act; Inventor Diversity for Economic Advancement (IDEA); The Unleashing American Innovators Act; Restoring the America Invents Act; Pride in Patent Ownership Act."
468,2022-07-20,DNOW,SERVICENOW INC,60000.0,"Budget/Appropriations 
 Science/Technology","Issues related to FY23 appropriations 
 Issues related to Technology Modernization/Digital Transformation, Cloud Technology and Security, Privacy, Data Localization, Cross-Border Data Flows"
469,2022-07-20,SWKS,"SKYWORKS SOLUTIONS, INC.",60000.0,Science/Technology,Issues related to the S.1260 (United States Innovation and Competition Act of 2021) and H.R.4521 (America COMPETES Act of 2022) conference
470,2022-07-20,ADBE,ADOBE INC.,50000.0,"Telecommunications 
 Law Enforcement/Crime/Criminal Justice 
 Education","Issues related to cybersecurity and deepfakes. 
 Issues related to Equity and Justice. 
 Issues related to Equity, Diversity and Inclusion. H.R.3294 - IGNITE HBCU Excellence Act S.1945 - IGNITE HBCU Excellence Act"
471,2022-07-20,BIIB,"BIOGEN, INC.",50000.0,"Medicare/Medicaid 
 Health Issues","Reimbursement for Alzheimer's Disease and treatment. 
 Alzheimer's Disease and treatment. Amyotrophic lateral sclerosis (ALS), Lou Gehrigs Disease and treatment. COVID-19 Recovery and Response. Biosimilars in Ophthalmology."
472,2022-07-20,IRBT,IROBOT CORP,43500.0,Trade (domestic/foreign),Issues related to Section 301 tariffs and exclusion processes for Section 301 tariffs; S.1260 - United States Innovation and Competition Act of 2021; H.R. 4521 - America COMPETES Act of 2022
473,2022-07-20,GS,GOLDMAN SACHS GROUP INC,400000.0,"Banking 
 Trade (domestic/foreign) 
 Taxation/Internal Revenue Code 
 Economics/Economic Development 
 Financial Institutions/Investments/Securities","Review of P.L. 85-511 Bank Holding Company Act of 1956. Issues relating to implementation of S.2155, the Economic Growth, Regulatory Relief, and Consumer Act and H.R. 4790, the Volcker Rule Regulatory Harmonization Act. 
 Issues related to US trade policy. 
 Issues related to tax policy, Section 385 of the tax code. 
 Issues related to US economic competitiveness, housing and global economic issues. 
 Implementation of P.L. 111-203 Dodd-Frank Wall Street Reform and Consumer Protection Act, securitization, market structure, issues related to capital and resolution, the Financial CHOICE Act, and other issues related to the financial services industry."
474,2022-07-20,UBER,TREMONT STRATEGIES GROUP ON BEHALF OF UBER TECHNOLOGIES,30000.0,Labor Issues/Antitrust/Workplace,"Issues related to the future of work and the on-demand economy, possible anti-competitive activities that could limit consumers access to app-based technologies."
475,2022-07-20,GPN,GLOBAL PAYMENTS INC.,0.0,,
476,2022-07-20,GEO,"THE GEO GROUP, INC.",30000.0,"Law Enforcement/Crime/Criminal Justice 
 Homeland Security 
 Budget/Appropriations","Commerce, Justice, Science, and Related Agencies Appropriations Act, 2023 (H.R. 8256), federal government use of contract correctional facilities and Residential Reentry Centers; Department of Homeland Security Appropriations Act, 2023 (H.R. 8257), federal government use of contract correctional facilities; contractual obligations of contract correctional facilities; use of federal contract monitoring and supervision services. GEO's political and governmental relations activities focus on promoting the use of public-private partnerships in the delivery of correctional services including evidence-based rehabilitation programs, both in-custody and post-release, aimed at reducing recidivism and helping the men and women in our care successfully reintegrate into their communities. GEO does not take a position on or advocate for or against criminal justice policy related to criminalizing certain behaviors or determining the length of criminal sentences. Furthermore, GEO does not take a position on, nor advocate for or against, the basis or length of an individual's detention. 
 Department of Homeland Security Appropriations Act, 2023 (H.R. 8257), federal government use of contract correctional facilities, federal contract monitoring and supervision services. GEO's political and governmental relations activities focus on promoting the use of public-private partnerships in the delivery of correctional services including evidence-based rehabilitation programs, both in-custody and post-release, aimed at reducing recidivism and helping the men and women in our care successfully reintegrate into their communities. GEO does not take a position on or advocate for or against criminal justice policy related to criminalizing certain behaviors or determining the length of criminal sentences. Furthermore, GEO does not take a position on, nor advocate for or against, the basis or length of an individual's detention. 
 Commerce, Justice, Science, and Related Agencies Appropriations Act, 2023 (H.R. 8256), federal government use of contract correctional facilities and Residential Reentry Centers; Department of Homeland Security Appropriations Act, 2023 (H.R. 8257), federal government use of contract correctional facilities; use of federal contract monitoring and supervision services. GEO's political and governmental relations activities focus on promoting the use of public-private partnerships in the delivery of correctional services including evidence-based rehabilitation programs, both in-custody and post-release, aimed at reducing recidivism and helping the men and women in our care successfully reintegrate into their communities. GEO does not take a position on or advocate for or against criminal justice policy related to criminalizing certain behaviors or determining the length of criminal sentences. Furthermore, GEO does not take a position on, nor advocate for or against, the basis or length of an individual's detention."
477,2022-07-20,PFE,PFIZER INC.,3440000.0,"Copyright/Patent/Trademark 
 Trade (domestic/foreign) 
 Taxation/Internal Revenue Code 
 Medicare/Medicaid 
 Health Issues","TRIPS Waiver General IP Issues Bayh-Dole March-In Rights 
 NAFTA/USMCA Foreign Market Access issues (including IPR) International Supply Chain/Buy America - harmonize international drug manufacturing standards. Global Access to Medicines 
 Comprehensive Corporate Tax Reform International Tax Reform OECD Profit Allocation U.S. Manufacturing Credits Build Back Better Act Minimum Tax 
 Medicare Part D support for access to treatments for obesity Coverage Gap Rebate Reform Out-of-Pocket Costs Government Negotiation in Medicare 
 Drug Pricing Support of Biosimilars Out-of-Pocket Costs Rebate Reform Vaccine Infrastructure/HR 3656 Excise Tax- S.3087 Antimicrobial Resistance/HR 3932/PASTEUR Act COVID Relief Package/Appropriations PDUFA"
478,2022-07-20,UBER,"UBER TECHNOLOGIES, INC.",70000.0,"Roads/Highway 
 Budget/Appropriations 
 Transportation","PL 117-70, Infrastructure Investment and Jobs Act HR 1082, Sami's Law mobility on demand and mobility as a service issues related to safety of transportation network companies electric vehicle charging infrastructure 
 HR 8294, Transportation, Housing and Urban Development, and Related Agencies Appropriations Act, 2023 rideshare, including safety issues mobility on demand and mobility as a service non-emergency medical transportation privacy issues 
 PL 117-58, Infrastructure Investment and Jobs Act HR 1082, Sami's Law mobility on demand and mobility as a service freight brokering non-emergency medical transportation electric vehicle charging infrastructure"
479,2022-07-20,IOT,SAMSARA INC.,40000.0,Trucking/Shipping,"H.R. 3684, Infrastructure Investment and Jobs Act (IIJA) implementation, Roadway safety, fleet management, efficiency, and sustainability technology, transportation safety research."
480,2022-07-20,ETRN,EQUITRANS MIDSTREAM CORPORATION,40000.0,Energy/Nuclear,Issues related to Mountain Valley Pipeline
481,2022-07-20,SO,"SOUTHERN COMPANY SERVICES, INC",20000.0,"Homeland Security 
 Telecommunications 
 Energy/Nuclear","Issues related to cybersecurity. 
 Issues related to broadband deployment 
 General issues related to electric utility industry;"
482,2022-07-20,GE,PORTLAND GENERAL ELECTRIC,39000.0,"Telecommunications 
 Defense 
 Budget/Appropriations 
 Transportation 
 Utilities 
 Taxation/Internal Revenue Code 
 Environment/Superfund 
 Energy/Nuclear","Electricity transmission generally; Smart communities issues generally; Clean energy issues generally; Clean energy technologies, generally; Energy storage issues generally; Energy efficiency issues generally; Emissions reporting generally; Grid modernization, security and resiliency issues generally; Clean energy tax issues generally; Tax incentives for charging infrastructure generally; Normalization; Utility operations during the pandemic, generally; Environmental justice issues generally; Climate change and clean air issues generally; Power sector emissions issues generally; Transportation electrification and charging infrastructure; Port and airport infrastructure upgrades; Public and commercial fleets and related infrastructure; Middle-mile broadband infrastructure issues generally; LIHEAP Funding. 
 Electricity transmission generally; Smart communities issues generally; Clean energy issues generally; Clean energy technologies, generally; Energy storage issues generally; Energy efficiency issues generally; Emissions reporting generally; Grid modernization, security and resiliency issues generally; Clean energy tax issues generally; Tax incentives for charging infrastructure generally; Normalization; Utility operations during the pandemic, generally; Environmental justice issues generally; Climate change and clean air issues generally; Power sector emissions issues generally; Transportation electrification and charging infrastructure; Port and airport infrastructure upgrades; Public and commercial fleets and related infrastructure; Middle-mile broadband infrastructure issues generally; LIHEAP Funding. 
 Electricity transmission generally; Smart communities issues generally; Clean energy issues generally; Clean energy technologies, generally; Energy storage issues generally; Energy efficiency issues generally; Emissions reporting generally; Grid modernization, security and resiliency issues generally; Clean energy tax issues generally; Tax incentives for charging infrastructure generally; Normalization; Utility operations during the pandemic, generally; Environmental justice issues generally; Climate change and clean air issues generally; Power sector emissions issues generally; Transportation electrification and charging infrastructure; Port and airport infrastructure upgrades; Public and commercial fleets and related infrastructure; Middle-mile broadband infrastructure issues generally; LIHEAP Funding. 
 Electricity transmission generally; Smart communities issues generally; Clean energy issues generally; Clean energy technologies, generally; Energy storage issues generally; Energy efficiency issues generally; Emissions reporting generally; Grid modernization, security and resiliency issues generally; Clean energy tax issues generally; Tax incentives for charging infrastructure generally; Normalization; Utility operations during the pandemic, generally; Environmental justice issues generally; Climate change and clean air issues generally; Power sector emissions issues generally; Transportation electrification and charging infrastructure; Port and airport infrastructure upgrades; Public and commercial fleets and related infrastructure; Middle-mile broadband infrastructure issues generally; LIHEAP Funding. 
 Electricity transmission generally; Smart communities issues generally; Clean energy issues generally; Clean energy technologies, generally; Energy storage issues generally; Energy efficiency issues generally; Emissions reporting generally; Grid modernization, security and resiliency issues generally; Clean energy tax issues generally; Tax incentives for charging infrastructure generally; Normalization; Utility operations during the pandemic, generally; Environmental justice issues generally; Climate change and clean air issues generally; Power sector emissions issues generally; Transportation electrification and charging infrastructure; Port and airport infrastructure upgrades; Public and commercial fleets and related infrastructure; Middle-mile broadband infrastructure issues generally; LIHEAP Funding. 
 Electricity transmission generally; Smart communities issues generally; Clean energy issues generally; Clean energy technologies, generally; Energy storage issues generally; Energy efficiency issues generally; Emissions reporting generally; Grid modernization, security and resiliency issues generally; Clean energy tax issues generally; Tax incentives for charging infrastructure generally; Normalization; Utility operations during the pandemic, generally; Environmental justice issues generally; Climate change and clean air issues generally; Power sector emissions issues generally; Transportation electrification and charging infrastructure; Port and airport infrastructure upgrades; Public and commercial fleets and related infrastructure; Middle-mile broadband infrastructure issues generally; LIHEAP Funding. 
 Electricity transmission generally; Smart communities issues generally; Clean energy issues generally; Clean energy technologies, generally; Energy storage issues generally; Energy efficiency issues generally; Emissions reporting generally; Grid modernization, security and resiliency issues generally; Clean energy tax issues generally; Tax incentives for charging infrastructure generally; Normalization; Utility operations during the pandemic, generally; Environmental justice issues generally; Climate change and clean air issues generally; Power sector emissions issues generally; Transportation electrification and charging infrastructure; Port and airport infrastructure upgrades; Public and commercial fleets and related infrastructure; Middle-mile broadband infrastructure issues generally; LIHEAP Funding. 
 Electricity transmission generally; Smart communities issues generally; Clean energy issues generally; Clean energy technologies, generally; Energy storage issues generally; Energy efficiency issues generally; Emissions reporting generally; Grid modernization, security and resiliency issues generally; Clean energy tax issues generally; Tax incentives for charging infrastructure generally; Normalization; Utility operations during the pandemic, generally; Environmental justice issues generally; Climate change and clean air issues generally; Power sector emissions issues generally; Transportation electrification and charging infrastructure; Port and airport infrastructure upgrades; Public and commercial fleets and related infrastructure; Middle-mile broadband infrastructure issues generally; LIHEAP Funding."
483,2022-07-20,GM,GENERAL MOTORS COMPANY,40000.0,"Automotive Industry 
 Taxation/Internal Revenue Code","General automotive issues,including issues related to auto-grade semiconductors. 
 General tax issues related to the auto industry, including electric vehicle tax credits. Tax issues with respect to budget reconciliation legislation."
484,2022-07-20,EMN,EASTMAN CHEMICAL COMPANY,20000.0,"Taxation/Internal Revenue Code 
 Economics/Economic Development 
 Chemicals/Chemical Industry","Issues related to corporate taxation. 
 Issues related to development of domestic semiconductor manufacturing 
 General issues related to the chemical industry"
