,Ticker,Date,Description,Agency,Amount
434,ECL,2022-10-09,"ECOLAB PN: 10364. DISH WASHING MACHINGE PRESOAK DETERGENT, ALKALINE BOOSTED DESIGNED FOR ALL WATER TYPES. IDEAL FOR USE ON HEAVY PROTEIN SOILS, INCLUDING EGGS AND GRAVY. FEATURING GEOFUSION TECHNOLOGY, FEATURING TITREX-7 CREATING SHAPE-CODED NON",GENERAL SERVICES ADMINISTRATION (GSA),2012.1
435,ECL,2022-10-09,"DISHWASHING COMPOUND, MACHINE: CHLORANITED MACHINE WAREWASHING DETERGENT. SOLID FORM, LOW PHOROSPHOROUS FOR MODERATELY HARD WATER. COMPATIABLE WITH APEX AND FUSION WARE WASHING SYSTEME. SIX (6) EACH 6.75 POUND CAPSULES PER BOX.",GENERAL SERVICES ADMINISTRATION (GSA),2955.6
436,ECL,2022-10-09,"DISHWASHING COMPOUND, MACHINE: CHLORANITED MACHINE WAREWASHING DETERGENT. SOLID FORM, LOW PHOROSPHOROUS FOR MODERATELY HARD WATER. COMPATIABLE WITH APEX AND FUSION WARE WASHING SYSTEME. SIX (6) EACH 6.75 POUND CAPSULES PER BOX.",GENERAL SERVICES ADMINISTRATION (GSA),985.2
437,ECL,2022-10-09,"CLEANING SOLUTION, PORCELAIN: CONCENTRATED CLINGING, GEL CLEANER FOR REMOVING LIME SCALE, SOAP AND RESIDUES ON BATHROOM SURFACES. COMPATIABLE WITH ECOLAB QUIK FILL DISPENSING SYSTEM. COMPLIES WITH CID A-A-6000 REQUIREMENTS. ONE (1) EACH 2.5 GALL",GENERAL SERVICES ADMINISTRATION (GSA),98.54
438,ECL,2022-10-09,"ECOLAB PN: 10364. DISH WASHING MACHINGE PRESOAK DETERGENT, ALKALINE BOOSTED DESIGNED FOR ALL WATER TYPES. IDEAL FOR USE ON HEAVY PROTEIN SOILS, INCLUDING EGGS AND GRAVY. FEATURING GEOFUSION TECHNOLOGY, FEATURING TITREX-7 CREATING SHAPE-CODED NON",GENERAL SERVICES ADMINISTRATION (GSA),201.21
439,ECL,2022-10-09,"CLEANER INDUSTRIAL, MULTI PURPOSE: CONCENTRATED, NON-ABRASIVE, MULTPURPOSE CLEANER/DEGREASER FOR FOOD SERVICE AND HOUSEKEEPING USE. FOR USE ON WALLS, FLOORS, COUNTERTOPS, CHROME FIXTURES, SHOEWER DOORS AND BATHTUBS. ONE (1) 2.5 GALLON CONTAINER.",GENERAL SERVICES ADMINISTRATION (GSA),181.96
440,ECL,2022-10-09,"DISHWASHING COMPOUND, MACHINE: CHLORANITED MACHINE WAREWASHING DETERGENT. SOLID FORM, LOW PHOROSPHOROUS FOR MODERATELY HARD WATER. COMPATIABLE WITH APEX AND FUSION WARE WASHING SYSTEME. SIX (6) EACH 6.75 POUND CAPSULES PER BOX.",GENERAL SERVICES ADMINISTRATION (GSA),65.68
441,DNOW,2022-10-09,"KEY SET,SOCKET HEAD SCREW EKLIND TOOL CO P/N: 13213",GENERAL SERVICES ADMINISTRATION (GSA),66.16
442,DNOW,2022-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. XEROX CORPORATION P/N 108R00926 CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE STANDARD YIELD CARTRIDGE FOR USE WITH XEROX CORPORATION COLORQUBE 8570 AND ALL OTHER PRINTER USING XEROX CORPORA",GENERAL SERVICES ADMINISTRATION (GSA),279.14
443,DNOW,2022-10-09,"CARTRIDGE,TONER",GENERAL SERVICES ADMINISTRATION (GSA),935.88
444,DNOW,2022-10-09,"CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N: CF360A",GENERAL SERVICES ADMINISTRATION (GSA),4787.7
445,DNOW,2022-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. XEROX P/N 106R01434 CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH XEROX PHASER MODELS 7500 ANY OTHER PRINTER USING XEROX P/N 106R01434 COLOR MAGENTA YIELD 9",GENERAL SERVICES ADMINISTRATION (GSA),1228.99
446,DNOW,2022-10-09,"CARTRIDGE, TONER I.A.W. HP P/N CF413A",GENERAL SERVICES ADMINISTRATION (GSA),343.2
447,DNOW,2022-10-09,"CARTRIDGE,INK",GENERAL SERVICES ADMINISTRATION (GSA),103.9
448,DNOW,2022-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK INTERNATIONAL P/N X792X4KG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE EXTRA HIGH YIELD TONER CARTRIDGE FOR USE WITH LEXMARK X792DE, X792DTE, X792DTFE, X792DTME, X792DTPE AND X792D",GENERAL SERVICES ADMINISTRATION (GSA),1018.2
449,DNOW,2022-10-09,"CARTRIDGE,INK",GENERAL SERVICES ADMINISTRATION (GSA),103.9
450,DNOW,2022-10-09,"PEN, BALL-POINT: - SEE ATTACHED DOCUMENT FOR DETAIL.",GENERAL SERVICES ADMINISTRATION (GSA),69.65
451,DNOW,2022-10-09,"CARTRIDGE,INK",GENERAL SERVICES ADMINISTRATION (GSA),103.9
452,DNOW,2022-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HP P/N B3P06A CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE INKJET PRINTHEAD CARTRIDGE FOR USE WITH HP DESIGNJET PRINTERS T930, T2600DR, T1600DR, T1600, T2500, T2530, T1500, T2600, T1530, T9",GENERAL SERVICES ADMINISTRATION (GSA),1159.3
453,DNOW,2022-10-09,PLEASE SEE IPD FOR FURTHER DETAILS,GENERAL SERVICES ADMINISTRATION (GSA),32.94
454,DNOW,2022-10-09,"KEY SET,SOCKET HEAD SCREW EKLIND TOOL CO P/N: 13213",GENERAL SERVICES ADMINISTRATION (GSA),16.54
455,DNOW,2022-10-09,COUNTRY OF MANUFACTURE IS US,GENERAL SERVICES ADMINISTRATION (GSA),927.9
456,DNOW,2022-10-09,"CARTRIDGE,TONER",GENERAL SERVICES ADMINISTRATION (GSA),1539.09
457,DNOW,2022-10-09,"FOLDER, FILE, HANGING: - SEE ATTACHED DOCUMENT FOR DETAIL.",GENERAL SERVICES ADMINISTRATION (GSA),66.0
458,DNOW,2022-10-09,"STRIPPER, WIRE, HAND: IAW PURCHASE DESCRIPTION 5110-00-542-4487, DATED 12/7/98. (PARTIAL DESCRIPTION)",GENERAL SERVICES ADMINISTRATION (GSA),44.07
459,DNOW,2022-10-09,"SCREWDRIVER, FLAT TIP: TYPE I: SCREWDRIVER ASSEMBLY CLASS 1: FLAT TIP STYLE A: CABINET, STRAIGHT SIDES OVERALL LENGTH: 11-1/2 INCHES MINIMUM AND 13-1/2 INCHES MAX BLADE LENGTH: 8 INCHES TIP THICKNESS: .055 INCH TIP WIDTH: 3/8 INCH BLADE MATERIAL",GENERAL SERVICES ADMINISTRATION (GSA),35.77
460,DNOW,2022-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N E260A41G CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK PRINTERS INCLUDING E260D, E260DN, E360D, E360DN, E460D, E460DW AND E462DTN T",GENERAL SERVICES ADMINISTRATION (GSA),1872.15
461,DNOW,2022-10-09,"CROWFOOT ATTACHMENT, SOCKET WRENCH: IAW ASME B107.100-2020, FLAT WRENCHES. CAT 6 WRENCH,BOX FORMERLY 1B107.6-1 CAT 8 ADJUSTABLE WRENCHES FORMERLY 1B107.8 CAT 9 BOX WRENCHES, DOUBLE HEAD FORMERLY 1B107.9 CAT 21 WRENCH, CROWFOOT FORMERLY 1B107.21",GENERAL SERVICES ADMINISTRATION (GSA),8.48
462,DNOW,2022-10-09,"CARTRIDGE, TONER I.A.W. XEROX P/N 106R03514",GENERAL SERVICES ADMINISTRATION (GSA),3796.35
463,DNOW,2022-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 74C0SYG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK LASERPRINT CS720, CS725, CX725 SERIES AND ANY OTHER PRINTER USING LEXMARK P/N",GENERAL SERVICES ADMINISTRATION (GSA),16705.0
464,DNOW,2022-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 82K0XMG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES EXTRA HIGH YIELD CARTRIDGE FOR USE WITH LEXMARK LASERPRINT CX825 AND CX860 SERIES AND ANY OTHER PRINTER USING LEXMARK P/N 8",GENERAL SERVICES ADMINISTRATION (GSA),278.14
465,DNOW,2022-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 50F0H0G CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH LEXMARK COLOR LASER PRINTER SERIES MS310, MS312, MS315, MS410, MS415, MS510, MS610 AND ANY",GENERAL SERVICES ADMINISTRATION (GSA),317.7
466,DNOW,2022-10-09,"CHISEL, COLD, HAND: TYPE I: CHISELS CLASS 2: COLD OVERALL LENGTH 6 INCHES (+/- .5 INCH) CUTTING EDGE WIDTH: 5/8 INCH (+.05 INCH, -.03 INCH) SHANK SHAPE: HEXAGONAL SHANK WIDTH ACROSS FLATS: 1/2 INCH MINIMUM MATERIAL: STEEL COATING: OXIDE (EXCEPTI",GENERAL SERVICES ADMINISTRATION (GSA),5.03
467,DNOW,2022-10-09,COUNTRY OF MANUFACTURE IS US,GENERAL SERVICES ADMINISTRATION (GSA),144.24
468,DNOW,2022-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. SAMSUNG P/N MLT-D304S (SV046A) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE STANDARD YIELD CARTRIDGE FOR USE WITH SAMSUNG LASER PRINT TECHNOLOGY PROXPRESS M4530 AND M4583 SERIES PRINTERS OR",GENERAL SERVICES ADMINISTRATION (GSA),788.46
469,DNOW,2022-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HP P/N C1Q12A CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES INKJET PRINT CARTRIDGE FOR USE WITH HP DESIGNJET T920 PRINTER AND ANY OTHER PRINTER THAT USE HP P/N C1Q12A COLOR BLACK YIELD 8,00",GENERAL SERVICES ADMINISTRATION (GSA),758.7
470,DNOW,2022-10-09,WEDGE COGGED V-BELTS,GENERAL SERVICES ADMINISTRATION (GSA),412.44
471,DNOW,2022-10-09,"TAPE, EMBOSSING: - SEE ATTACHED DOCUMENT FOR DETAIL.",GENERAL SERVICES ADMINISTRATION (GSA),52.45
472,DNOW,2022-10-09,"PAD, MOUSE: ITEM NAME PAD, MOUSE OVERALL WIDTH 10.00 INCHES (+/- 1.00 INCH) OVERALL LENGTH 8.00 INCHES (+/- 1.00 INCH) WRIST PAD THICKNESS 1.00 INCH (+ 0.25 / - 0.125 INCH) MOUSE PAD THICKNESS 0.25 INCHES (+ 0.125 / -0.068 INCH) OVERALL COLOR BL",GENERAL SERVICES ADMINISTRATION (GSA),103.0
473,DNOW,2022-10-09,"KNIFE,CRAFTSMAN' S STANLEY MECHANICS P/N: 10-499",GENERAL SERVICES ADMINISTRATION (GSA),75.45
474,CHTR,2022-10-09,CABLE & INTERNET SERVICES,DEPARTMENT OF JUSTICE (DOJ),0.0
475,CHTR,2022-10-09,CABLE & INTERNET SERVICES,DEPARTMENT OF JUSTICE (DOJ),0.0
476,DNB,2022-10-09,"ANALYTIC SERVICES TO DETERMIN ECONOMIC IMPACT OF HURRICANE FIONA, FFP, BASE AND ONE OPTION PERIOD",DEPARTMENT OF HOMELAND SECURITY (DHS),75000.0
477,CDW,2022-10-09,PURCHASE THALES EQUIPMENT/PROFESSIONAL SERVICES IN SUPPORT OF ESPI REBUILD ESPI-011  VENDOR: CDWG,DEPARTMENT OF TRANSPORTATION (DOT),180906.0
478,CDW,2022-10-09,SPLUNK FOR NCMS RENEWAL SPLUNK FOR NCMS SUPPORTING ATO CYBERSECURITY GROUP (G),DEPARTMENT OF TRANSPORTATION (DOT),114000.0
479,CDW,2022-10-09,SOFTWARE LICENSES DIGICERT - PKI,DEPARTMENT OF TRANSPORTATION (DOT),26509.6
480,CDW,2022-10-09,CABLES AND CONNECTORS,DEPARTMENT OF STATE (DOS),9874.0
481,CDW,2022-10-09,"LENOVO THINKBOOK 13S G4 ARB-13.3"" LAPTOP",DEPARTMENT OF STATE (DOS),11486.4
482,ABT,2022-10-09,VISN ABBOTT ISTAT POC TESTING,DEPARTMENT OF VETERANS AFFAIRS (VA),601463.15
483,ABT,2022-10-09,POINT OF CARE TESTING ABBOTT I-STAT,DEPARTMENT OF VETERANS AFFAIRS (VA),0.0
484,ABT,2022-10-09,EXPRESS REPORT:BLOOD GLUCOSE MONITORING SUPPLIES FOR MONTHS OF SEPTEMBER 2022 TO DECEMBER 2022.,DEPARTMENT OF VETERANS AFFAIRS (VA),7285.5
485,ZTS,2022-10-08,MEDICAL UNIT SUPPLIES,DEPARTMENT OF STATE (DOS),12080.64
486,VCEL,2022-10-08,"ASSEMBLED, 1 MEMBRANE",DEPARTMENT OF VETERANS AFFAIRS (VA),48606.0
487,URI,2022-10-08,"RENTAL OF SCISSOR LIFTS TO AID THE BUILDOUT OF THE SANTA FE, NM JOINT FIELD OFFICE IN SUPPORT OF DR-4652-NM",DEPARTMENT OF HOMELAND SECURITY (DHS),4900.0
488,UPS,2022-10-08,BOC 2230 - FY23 UPS DISASTER SHIPPING SERVICES DR-4515-IN,DEPARTMENT OF HOMELAND SECURITY (DHS),2000.0
489,UPS,2022-10-08,TRANSPORATION/COURIER OF PACKAGES,DEPARTMENT OF JUSTICE (DOJ),30000.0
490,UPS,2022-10-08,UPS NGDS SERVICE FOR THE SALSIBURY PHARMACY,DEPARTMENT OF VETERANS AFFAIRS (VA),28750.0
491,UPS,2022-10-08,PAYMENT OF UPS SERVICE FOR THE NPC,DEPARTMENT OF STATE (DOS),12947.3
492,UPS,2022-10-08,BOC 2230 - FY23 UPS DISASTER SHIPPING SERVICES DR-4520-WI,DEPARTMENT OF HOMELAND SECURITY (DHS),2000.0
493,UPS,2022-10-08,BOC 2230 - FY23 UPS DISASTER SHIPPING SERVICES DR-4494-MI,DEPARTMENT OF HOMELAND SECURITY (DHS),2000.0
494,UPS,2022-10-08,BOC 2230 - FY23 UPS DISASTER SHIPPING SERVICES DR-4507-OH,DEPARTMENT OF HOMELAND SECURITY (DHS),2000.0
495,UPS,2022-10-08,SHIPPING,DEPARTMENT OF VETERANS AFFAIRS (VA),3000000.0
496,UPS,2022-10-08,BOC 2230 - FY23 UPS DISASTER SHIPPING SERVICES DR-4489-IL,DEPARTMENT OF HOMELAND SECURITY (DHS),2000.0
497,UPS,2022-10-08,UPS SHIPPING,DEPARTMENT OF VETERANS AFFAIRS (VA),103008.0
498,UPS,2022-10-08,SHIPPING,DEPARTMENT OF VETERANS AFFAIRS (VA),1025000.01
499,UPS,2022-10-08,BOC 2230 - FY23 UPS DISASTER SHIPPING SERVICES DR-4531-MN,DEPARTMENT OF HOMELAND SECURITY (DHS),2000.0
