,Ticker,OTC_Short,OTC_Total,DPI,Date
755,SBLK,222553,478403,0.465199842,2022-10-19
756,MEIP,164487,476457,0.3452294751,2022-10-19
757,ZM,305280,474803,0.6429613966,2022-10-19
758,OXLC,245067,473331,0.5177497354,2022-10-19
759,NLOK,295207,473311,0.623706189,2022-10-19
760,KURA,217303,472425,0.4599735408,2022-10-19
761,IEI,227202,469424,0.4840016701,2022-10-19
762,WSM,365069,469391,0.777750319,2022-10-19
763,DOYU,336614,469273,0.7173095405,2022-10-19
764,MNST,130477,469093,0.2781474036,2022-10-19
765,PXD,218846,468383,0.4672372823,2022-10-19
766,IUSG,341350,468369,0.7288057066,2022-10-19
767,HP,233524,468124,0.4988507319,2022-10-19
768,BORR,305409,467558,0.6532002447,2022-10-19
769,EAF,214971,467054,0.4602701187,2022-10-19
770,CDXC,228131,465772,0.4897911424,2022-10-19
771,AVXL,213330,465564,0.4582184189,2022-10-19
772,ACGL,316419,465390,0.6799007284,2022-10-19
773,APH,319851,464437,0.6886854407,2022-10-19
774,HLT,265666,462464,0.5744576875,2022-10-19
775,EXPE,227334,461630,0.4924593289,2022-10-19
776,VNOM,94787,461433,0.2054187715,2022-10-19
777,DGX,275730,459326,0.6002926026,2022-10-19
778,BG,201317,458435,0.4391396817,2022-10-19
779,TRU,138656,458056,0.3027053461,2022-10-19
780,WTFC,162392,455772,0.3563009575,2022-10-19
781,FSK,257355,455095,0.5654973137,2022-10-19
782,MUR,239700,454817,0.5270251552,2022-10-19
783,ESTC,128119,454021,0.2821873878,2022-10-19
784,VLY,357669,453177,0.7892479098,2022-10-19
785,HON,251325,452165,0.55582586,2022-10-19
786,TXG,308184,451455,0.6826461109,2022-10-19
787,UNM,183768,451411,0.4070968585,2022-10-19
788,QSR,177321,451369,0.392851525,2022-10-19
789,BGS,301381,450954,0.6683187199,2022-10-19
790,AWRE,1842,449769,0.0040954357,2022-10-19
791,DT,168364,449440,0.3746084016,2022-10-19
792,LMFA,218333,449200,0.4860485307,2022-10-19
793,HIG,166990,448220,0.3725625809,2022-10-19
794,TSCO,349745,447889,0.7808742791,2022-10-19
795,FISV,218591,447565,0.4884005675,2022-10-19
796,CROX,294123,447546,0.6571905458,2022-10-19
797,CCO,106467,446782,0.2382974247,2022-10-19
798,NOW,224376,445586,0.5035526251,2022-10-19
799,MVIS,283659,445168,0.6371953959,2022-10-19
800,FULT,345510,444464,0.777363296,2022-10-19
801,PDI,228546,444373,0.5143111755,2022-10-19
802,MMC,198718,442129,0.4494570589,2022-10-19
803,BRFS,167602,441744,0.3794097939,2022-10-19
804,GMRE,289788,440606,0.6577032542,2022-10-19
805,BXRX,297813,439479,0.6776501266,2022-10-19
806,MGNX,224878,438028,0.513387272,2022-10-19
807,AEP,171384,437657,0.3915943307,2022-10-19
808,XPO,239843,437390,0.5483504424,2022-10-19
809,NKTR,204455,436206,0.4687120306,2022-10-19
810,DELL,241597,433233,0.5576606584,2022-10-19
811,CIEN,263125,432789,0.6079752489,2022-10-19
812,BUD,95855,432661,0.2215475858,2022-10-19
813,IRWD,307332,432623,0.710392189,2022-10-19
814,ICE,243555,432619,0.5629780477,2022-10-19
815,ACRX,150069,431691,0.3476305969,2022-10-19
816,BDX,130972,429578,0.3048852595,2022-10-19
817,AEG,250613,429410,0.5836217135,2022-10-19
818,ES,182977,428768,0.4267505971,2022-10-19
819,CHK,168035,428336,0.3922971686,2022-10-19
820,FR,150591,428241,0.3516501222,2022-10-19
821,KBH,221814,427801,0.5184980867,2022-10-19
822,ISEE,177881,426755,0.4168222985,2022-10-19
823,TTOO,164836,426741,0.38626708,2022-10-19
824,NZF,151289,426607,0.354633187,2022-10-19
825,GNW,193418,426274,0.453741021,2022-10-19
826,LODE,198025,426179,0.4646521767,2022-10-19
827,XEL,198079,425438,0.4655884054,2022-10-19
828,CRIS,263062,424723,0.6193730973,2022-10-19
829,DAR,185345,424301,0.4368243299,2022-10-19
830,GHSI,114561,424214,0.2700547365,2022-10-19
831,SLG,274652,424177,0.6474938528,2022-10-19
832,WRK,181788,423516,0.4292352591,2022-10-19
833,PCAR,148074,423192,0.3498979187,2022-10-19
834,JKS,283023,422268,0.6702449629,2022-10-19
835,GD,291405,420790,0.6925188336,2022-10-19
836,CDMO,148056,420569,0.3520373589,2022-10-19
837,MN,177486,420437,0.4221464809,2022-10-19
838,OBSV,172239,420365,0.4097367764,2022-10-19
839,SCOR,26874,419396,0.0640778644,2022-10-19
840,SWKS,156145,418054,0.3735043798,2022-10-19
841,UBS,198124,416632,0.4755371647,2022-10-19
842,RJF,130205,415370,0.3134675109,2022-10-19
843,TROW,258359,415222,0.6222189576,2022-10-19
844,SBH,294896,414960,0.7106612686,2022-10-19
845,IUSV,269562,414920,0.649672226,2022-10-19
846,GRWG,238409,414793,0.5747662087,2022-10-19
847,CWH,200048,413396,0.4839137292,2022-10-19
848,ST,142729,413139,0.3454745255,2022-10-19
849,LULU,231329,413063,0.5600332153,2022-10-19
850,VBIV,243885,411857,0.5921594146,2022-10-19
851,BAH,227824,410710,0.5547077013,2022-10-19
852,SQM,163809,410667,0.3988852282,2022-10-19
853,COUP,245678,410588,0.5983565034,2022-10-19
854,RVNC,191808,409744,0.4681166777,2022-10-19
855,SHO,168162,409491,0.4106610402,2022-10-19
856,CRNC,148873,409281,0.3637427586,2022-10-19
857,HIO,47547,409252,0.1161802508,2022-10-19
858,IBB,179658,408563,0.439731449,2022-10-19
859,LXRX,173570,406762,0.4267114431,2022-10-19
860,EQR,232373,406665,0.5714113582,2022-10-19
861,DTIL,204752,406556,0.5036255768,2022-10-19
862,ACTG,117607,406278,0.2894742024,2022-10-19
863,PPG,180003,405836,0.4435363053,2022-10-19
864,WST,248362,405423,0.6125996798,2022-10-19
865,ADPT,203770,404609,0.5036220153,2022-10-19
866,BNTX,150869,403074,0.374296035,2022-10-19
867,DXC,216950,402796,0.5386101153,2022-10-19
868,VGLT,198456,401768,0.4939567113,2022-10-19
869,PAAS,106445,401159,0.2653436667,2022-10-19
870,BBAR,94441,400894,0.2355759877,2022-10-19
871,CHD,147908,400579,0.3692355316,2022-10-19
872,STLD,220484,400270,0.5508381842,2022-10-19
873,EDIT,144787,399941,0.3620208981,2022-10-19
874,BFK,184666,399715,0.4619941708,2022-10-19
875,MFC,165016,398778,0.4138041717,2022-10-19
876,SCI,244082,397633,0.6138373827,2022-10-19
877,NSTG,119921,397626,0.3015924512,2022-10-19
878,DEI,162559,395953,0.4105512523,2022-10-19
879,GLNG,114378,395932,0.2888829395,2022-10-19
880,APTV,143355,395613,0.362361702,2022-10-19
881,GPRO,222262,395553,0.5619019449,2022-10-19
882,BJ,157682,395137,0.3990565298,2022-10-19
883,TBLT,227386,395135,0.5754640819,2022-10-19
884,BOOT,222967,393508,0.5666136394,2022-10-19
885,RLMD,207535,392505,0.5287448568,2022-10-19
886,AXTA,157963,392265,0.402694607,2022-10-19
887,KZR,205165,391529,0.5240097158,2022-10-19
888,CENX,244192,390856,0.6247620607,2022-10-19
889,ICL,176272,388872,0.4532905429,2022-10-19
890,ED,245666,388420,0.6324751558,2022-10-19
891,OGI,238279,387829,0.6143919098,2022-10-19
892,CHTR,277421,385949,0.7188022252,2022-10-19
893,WHR,300477,384805,0.7808552384,2022-10-19
894,EXG,189223,383850,0.492960792,2022-10-19
895,OGEN,174989,382418,0.4575856785,2022-10-19
896,CB,193918,382296,0.5072456944,2022-10-19
897,XERS,191608,381681,0.5020108415,2022-10-19
898,SUNW,139255,380151,0.3663149643,2022-10-19
899,ALKS,138990,380121,0.3656467283,2022-10-19
900,NVG,174355,379959,0.4588784579,2022-10-19
901,PSTV,197522,378965,0.5212143602,2022-10-19
902,SCCO,186977,377603,0.4951682058,2022-10-19
903,BBIO,154510,376914,0.4099343617,2022-10-19
904,SCS,189614,376319,0.5038650719,2022-10-19
905,ALB,186807,376170,0.4966025999,2022-10-19
906,NVS,180650,375333,0.4813059337,2022-10-19
907,PBI,231036,374686,0.61661231,2022-10-19
908,UXIN,172735,374376,0.461394427,2022-10-19
909,DCP,224917,373760,0.6017685146,2022-10-19
910,SM,264322,373286,0.7080951335,2022-10-19
911,SRC,67562,372062,0.1815880149,2022-10-19
912,ADM,242882,371997,0.6529138676,2022-10-19
913,ASC,134833,371197,0.3632383882,2022-10-19
914,FBP,255802,370046,0.691270815,2022-10-19
915,OHI,281598,369550,0.7620024354,2022-10-19
916,FNF,150955,369215,0.4088539198,2022-10-19
917,CLXT,83890,369203,0.2272191721,2022-10-19
918,ATOS,235735,368030,0.6405320218,2022-10-19
919,KMB,188334,367931,0.5118731501,2022-10-19
920,NRG,164060,366542,0.4475885437,2022-10-19
921,CI,123695,366370,0.3376231678,2022-10-19
922,MLI,81179,366113,0.2217320882,2022-10-19
923,GNUS,163040,365944,0.4455326498,2022-10-19
924,EXPR,212021,365168,0.5806122114,2022-10-19
925,ROST,208240,364503,0.571298453,2022-10-19
926,CPRI,240195,364298,0.6593365871,2022-10-19
927,LMBS,90785,364209,0.249266218,2022-10-19
928,FUTU,199745,362987,0.550281415,2022-10-19
929,VYMI,178925,362448,0.4936570211,2022-10-19
930,FIVN,132360,361591,0.3660489337,2022-10-19
931,THC,150611,360974,0.4172350363,2022-10-19
932,RCM,197023,360835,0.5460196489,2022-10-19
933,MOMO,165216,359754,0.4592471522,2022-10-19
934,AMPY,132053,359487,0.3673373446,2022-10-19
935,GPK,156029,358794,0.4348707058,2022-10-19
936,HUYA,168676,358343,0.4707110227,2022-10-19
937,AVGO,197974,357823,0.5532735459,2022-10-19
938,YUMC,126409,357620,0.3534729601,2022-10-19
939,OLLI,150080,356523,0.4209546088,2022-10-19
940,COST,147074,355719,0.4134555646,2022-10-19
941,HOLX,278134,355714,0.7819034393,2022-10-19
942,ATNX,206597,355697,0.5808230038,2022-10-19
943,FATE,261269,355515,0.7349028874,2022-10-19
944,CCEP,184421,355074,0.519387508,2022-10-19
945,WM,138182,354649,0.3896303105,2022-10-19
946,COHR,103217,354456,0.2911983434,2022-10-19
947,TER,217286,354270,0.6133344624,2022-10-19
948,LHX,256623,353946,0.7250343273,2022-10-19
949,TTWO,165688,351986,0.4707232674,2022-10-19
950,CPE,149238,351706,0.4243259996,2022-10-19
951,MGY,230391,351224,0.6559659932,2022-10-19
952,UNIT,96660,351032,0.2753595114,2022-10-19
953,EWBC,160104,350653,0.456588137,2022-10-19
954,OLN,177252,350364,0.5059081412,2022-10-19
955,LC,155885,349951,0.445448077,2022-10-19
956,COLB,51883,349421,0.1484827758,2022-10-19
957,NG,233906,348887,0.6704348399,2022-10-19
958,KALA,128644,346696,0.3710570644,2022-10-19
959,CSGP,245758,346694,0.7088614167,2022-10-19
960,WEN,139026,346675,0.4010268984,2022-10-19
961,SAVA,183028,345966,0.529034645,2022-10-19
